original_Nr. Matricola,original_Cod. Cli/For,original_RAGIONESOCIALE,original_Commessa,original_Cod. Dest.,original_H2DES,original_INDIRIZZO,original_CITTA,original_CAP,original_PROVINCIA,original_NAZIONE,original_LONG,original_LAT,original_Fatt-Fitt,lat,lon,formatted,name,housenumber,district,street,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
B96066,1201002922,MAROVELLI MASSIMO,SB026,,Linea SPAZIO,VIA ALBERTINI N.36 M/18,ANCONA,60131,AN,Italia,13.511048830,43.54982394,4279,43.58011,13.513787,"Via San Gaspare, 36, 60131 Ancona AN, Italia",,36,Comune di Ancona,Via San Gaspare,60131,,Ancona,Ancona,AN,Marche,MAR,Italia,it,0.81,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
DV2302010,1201002921,CIERRE S.A.S. DI ROMITI GABRIELE & C.,DV010,,Linea DINO,VIA DEL MOLINO NUOVO N.1 INT.P,FOSSOMBRONE,61034,PU,Italia,12.838547214,43.70083577,973,43.700666,12.836793,"Via del Molino Nuovo, 61034 Comune di Fossombrone PU, Italia",,,,Via del Molino Nuovo,61034,,Comune di Fossombrone,Pesaro e Urbino,PU,Marche,MAR,Italia,it,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VT3014014,1201001769,MAIR RESEARCH SPA,VT014,,,VIA LAGO DI ALBANO 55,SCHIO,36015,VI,Italia,11.417290800,45.7185578,-4951,45.7180429,11.415954,"Via Lago di Albano, 55, 36015 Schio VI, Italia",,55,Comune di Zanè,Via Lago di Albano,36015,Zona Industriale Schio,Schio,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
LM0605148,1201001470,RITEC SRL UNIPERSONALE,LM149,,Linea SIRIO_M,VIA CASTELLANA 67,VALLA' DI RIESE PIO X,31039,TV,Italia,11.923473096,45.71573428,2071,,,,,,,,,,,,,,,,,,,,,,
JM1614011,1201002779,OSSITAGLIO SPA,JM011,,,VIA OTTAVIO RICCI 13/14,PAROLA,43012,PR,Italia,10.122438407,44.85141177,-3562,44.85,10.1,"43012 Comune di Fidenza (Parola), Italia",,,Comune di Fidenza,,43012,,Parola,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
GM1013107,1201002775,MARIO FRIGERIO SPA,GM107,1,,VIALE LOMBARDIA,MOLTENO,23847,LC,Italia,9.290168185,45.78154569,-2318,45.7829427,9.2932085,"Viale Lombardia, 23846 Molteno LC, Italia",Viale Lombardia,,,Viale Lombardia,23846,,Molteno,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1714061,1201001519,SAI & SMI SRL,SV061,,,VIA GALILEI 5/7B,ARCUGNANO,36057,VI,Italia,11.661071000,45.5246788,3090,,,,,,,,,,,,,,,,,,,,,,
VM0814087,1201000896,VETIMEC SOC. COOP.,VM087,1,,VIA DE GASPARI 3 Z.I.BARGELLI,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,-725,44.550232,11.26023,"Via Alcide De Gasperi, 3, 40012 Comune di Calderara di Reno BO, Italia",,3,,Via Alcide De Gasperi,40012,,Comune di Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.486,1,0.486,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM0895012,1201002935,NADIR SRL,1395,,Obsoleta,VIA DELLE ROSE 8,PARONA,27020,PV,Italia,8.763806400,45.2804128,-4434,,,,,,,,,,,,,,,,,,,,,,
RV2014074,1201002158,STELLANTIS EUROPE S.P.A.,RV074,2,,"VIA BISCARETTI R. DI RUFFIA,90",TORINO,10135,TO,Italia,7.575223824,45.05148535,-3955,45.0237294,7.6209624,"Via Roberto Biscaretti di Ruffia, 90a, 10135 Torino Torino, Italia",,90a,Il Villaggio,Via Roberto Biscaretti di Ruffia,10135,Circoscrizione 2,Torino,Torino,TO,Piemonte,PIE,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L194217,1201002618,SOLE ODERZO SRL,3394,,Obsoleta,VIA GIUSEPPE VERDI 30,ODERZO,31046,TV,Italia,12.497280800,45.7972532,-2404,45.7927343,12.500178,"P.S.C. Prima Sole Components S.p.a., Via Giuseppe Verdi, 30, 31046 Oderzo TV, Italia",P.S.C. Prima Sole Components S.p.a.,30,,Via Giuseppe Verdi,31046,,Oderzo,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
O39203,1201002618,SOLE ODERZO SRL,279,,,VIA GIUSEPPE VERDI 30,ODERZO,31046,TV,Italia,12.497280800,45.7972532,-2045,45.7927343,12.500178,"P.S.C. Prima Sole Components S.p.a., Via Giuseppe Verdi, 30, 31046 Oderzo TV, Italia",P.S.C. Prima Sole Components S.p.a.,30,,Via Giuseppe Verdi,31046,,Oderzo,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM4214061,1201002839,B.S.J. MECCANICA SRL,TM061,,,VIALE DELL'INDUSTRIA 27,VERONELLA,37040,VR,Italia,11.339920898,45.33458205,2169,45.3249693,11.3222608,"37040 Veronella, Italia",,,,,37040,,Veronella,Verona,VR,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L49198,1201001351,MECCANICA S.T.M. SRL,L4031,,,VIA DEGLI ARTIGIANI 10,CROCETTA DEL MONTELLO,31035,TV,Italia,11.701875900,45.6746445,-1090,45.8117397,12.0251624,"MECCANICA S.T.M. srl, Via degli Artigiani, 10, 31035 Crocetta del Montello TV, Italia",MECCANICA S.T.M. srl,10,,Via degli Artigiani,31035,,Crocetta del Montello,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3514064,1201001779,UMBRASTAMPI SRL,TM064,,,VIA ITALO SVEVO 2,CERBARA CITTA' DI CASTELLO,6012,PG,Italia,12.201137600,43.5040002,-130,43.5040713,12.2010912,"Via Italo Svevo, 06011 Città di Castello PG, Italia",Via Italo Svevo,,,Via Italo Svevo,06011,Zona Industriale di Cerbara -Giove,Città di Castello,Perugia,PG,Umbria,UMB,Italia,it,0.315,0.63,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM1014108,1201002797,OMPM SRL OFFICINA MERIDIONALE,GM108,1,,Z.I. LOTTO 10 FOSSO IMPERATORE,NOCERA INFERIORE,84014,SA,Italia,14.565401553,40.74279346,4494,40.7472133,14.6433202,"84014 Nocera Inferiore, Italia",,,,,84014,,Nocera Inferiore,Salerno,SA,Campania,CAM,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0614114,1201002312,MOLDES J. CEREZA,GM114,,,"POLÍGONO INDUSTRIAL MALPICA, CALLE E, 9-10, NAVE 16-17",ZARAGOZA,50016,,Spagna,-0.799075023,41.65969558,-1826,41.6604576,-0.7986269,"Calle E, 9-10, 50057 Saragozza, Spagna",,9-10,Santa Isabel,Calle E,50057,Polígono Industrial Malpica,Saragozza,Zaragoza,Z,Aragona,,Spagna,es,0.6300000000000001,0.7000000000000001,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3514066,1201002471,OMGM SRL,TM066,,,VIA TOGLIATTI 6,IMOLA,40026,BO,Italia,11.720604788,44.36607634,-3571,44.3661368,11.7206864,"Via Palmiro Togliatti, 6, 40026 Imola BO, Italia",,6,,Via Palmiro Togliatti,40026,Zona Industriale,Imola,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1714063,1201000896,VETIMEC SOCIETA' COOPERATIVA,SV063,,,VIA CASTAGNINI 21,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,-1735,44.5428171,11.2624457,"Via Angiolino Castagnini, 21, 40012 Calderara di Reno BO, Italia",,21,Unione Terre d'Acqua,Via Angiolino Castagnini,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
JM1612004,1201001384,NUOVA OMG SRL CON SOCIO UNICO,JM004,,,VIA DELLA BURCHIELLA 19,RAVENNA,48122,RA,Italia,12.253674273,44.44964546,2197,44.4495367,12.253489,"Via della Burchiella, 19, 48122 Ravenna RA, Italia",,19,,Via della Burchiella,48122,,Ravenna,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1714064,1201000896,VETIMEC SOCIETA' COOPERATIVA,SV064,,,VIA CASTAGNINI 21,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,2370,44.5428171,11.2624457,"Via Angiolino Castagnini, 21, 40012 Calderara di Reno BO, Italia",,21,Unione Terre d'Acqua,Via Angiolino Castagnini,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RM2213018,1201001702,DE IULIIS MACCHINE SPA,RM018,,,VIA DELLE INDUSTRIE 3,FISCIANO,84084,SA,Italia,14.770940641,40.7858348,-2058,40.7857738,14.7709499,"De Iuliis Macchine, Via delle Industrie, 3, 84084 Fisciano SA, Italia",De Iuliis Macchine,3,,Via delle Industrie,84084,,Fisciano,Salerno,SA,Campania,CAM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VM0814094,1201000961,MECCANICA H7 S.R.L.,VM094,,,ZONA INDUSTRIALE CAMPOLUNGO,ASCOLI PICENO,63100,AP,Italia,13.705791398,42.85514804,-3979,42.855122,13.685285,"Zona Campolungo, 63100 Ascoli Piceno AP, Italia",Zona Campolungo,,,,63100,Zona Industriale Campolungo,Ascoli Piceno,Ascoli Piceno,AP,Marche,MAR,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0814113,1201002702,BIG MAQ LDA,GM113,,,"ESTRADA MUNICIPAL 504,N. 6475",SAN MIGUEL DO MATO AROUCA,4540-584,,Portogallo,-8.389808601,40.96695954,-4267,38.30328,-8.46437,"Santa Maria do Castelo e Santiago e Santa Susana (Arouca), distretto di Setúbal, Portogallo",,,Santa Maria do Castelo e Santiago e Santa Susana,,,,Arouca,,,distretto di Setúbal,,Portogallo,pt,0.09523809523809523,0.38095238095238093,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
DM0414065,1201002878,DALLARA COMPOSITI SRL,DM065,,,VIA PRIMO LEVI 6,STRADELLA DI COLLECCHIO,43044,PR,Italia,10.246621848,44.76167068,1207,44.7619708,10.2468504,"Via Primo Levi, 6, 43044 Collecchio PR, Italia",,6,,Via Primo Levi,43044,,Collecchio,Parma,PR,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0214059,1201000896,VETIMEC SOCIETA' COOPERATIVA,DM059,,,VIA CASTAGNINI 21,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,-3382,44.5428171,11.2624457,"Via Angiolino Castagnini, 21, 40012 Calderara di Reno BO, Italia",,21,Unione Terre d'Acqua,Via Angiolino Castagnini,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1714062,1201002275,S.TI.P. S.R.L.,SV062,,,VIA LAZIO 24 Z.I. SCHIO 1,SANTORSO,36014,VI,Italia,11.397885415,45.72339044,2562,,,,,,,,,,,,,,,,,,,,,,
B96047,1201002991,O.M.I. SUD SRL,SB007,,Linea SPAZIO,"VIA G.MERCALLI, Z.I.LOC.ZIGARI",CROTONE,88900,KR,Italia,17.101193667,39.12062522,-2125,39.1209232,17.1067511,"Via Giuseppe Mercalli, 88900 Crotone KR, Italia",Via Giuseppe Mercalli,,,Via Giuseppe Mercalli,88900,Passovecchio,Crotone,Crotone,KR,Calabria,CAL,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RV2014075,1201001757,POZZAN STAMPI SRL,RV075,,,VIA S. LORENZO 35,CARRE',36010,VI,Italia,11.464760142,45.73374554,4155,45.734017,11.46444,"Via San Lorenzo, 35, 36010 Comune di Carrè VI, Italia",,35,,Via San Lorenzo,36010,,Comune di Carrè,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
DM0314056,1201002946,PRIFER TECHNICAL MOLDS S.A.,DM056,,,"ZONA INDUSTRIAL DA BELA VISTA, ARRUAMENTO E LOTE 2",ALBERGARIA-A-VELHA,3850-184,,Portogallo,-8.496411556,40.70607499,-2212,40.70585925,-8.496654654566106,"Prifer - Technical Molds, S.A., Arruamento E Lote, 3850-184 Albergaria-a-Velha, Portogallo","Prifer - Technical Molds, S.A.",Lote,Albergaria-a-Velha e Valmaior,Arruamento E,3850-184,Zona Industrial de Albergaria-a-Velha,Albergaria-a-Velha,Aveiro,,,,Portogallo,pt,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM2214144,1201001899,ME.TEC SRL,AM125,2,,VIA S.ISIDORO 2-4-6,FOLLO,19020,SP,Italia,9.866357254,44.16194312,-2611,,,,,,,,,,,,,,,,,,,,,,
VM0614092,1201002946,PRIFER TECHNICAL MOLDS S.A.,VM092,,,"ZONA INDUSTRIAL DA BELA VISTA, ARRUAMENTO E LOTE 2",ALBERGARIA-A-VELHA,3850-184,,Portogallo,-8.496411556,40.70607499,-2727,40.70585925,-8.496654654566106,"Prifer - Technical Molds, S.A., Arruamento E Lote, 3850-184 Albergaria-a-Velha, Portogallo","Prifer - Technical Molds, S.A.",Lote,Albergaria-a-Velha e Valmaior,Arruamento E,3850-184,Zona Industrial de Albergaria-a-Velha,Albergaria-a-Velha,Aveiro,,,,Portogallo,pt,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93697089,1201002223,CAMEC SRL,LB031,,Linea LEM_93,VIA CUSINATI 26,ROSSANO VENETO,36028,VI,Italia,11.794609642,45.70111334,-4322,,,,,,,,,,,,,,,,,,,,,,
GM0514115,1201002831,O.M.C.I. SPA,GM115,,,VIA MAGELLANO 10,CASTELFRANCO EMILIA,41013,MO,Italia,11.122053702,44.5735102,-3255,44.574115,11.122297,"Via Ferdinando Magellano, 10, 41013 Comune di Castelfranco Emilia MO, Italia",,10,,Via Ferdinando Magellano,41013,,Comune di Castelfranco Emilia,Modena,MO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3507006,1201002998,CO.L.ME DI FILINI ING. RICCARDO SRL,TM006,,,VIA CELLINI 22/24,RONCADELLE,25030,BS,Italia,10.158073369,45.53360997,-1844,,,,,,,,,,,,,,,,,,,,,,
DM0214067,1201002513,M.C.S. FACCHETTI SRL,DM067,,,"LOC. BREDA, 3",MURA,25070,BS,Italia,10.364768077,45.70208101,3217,45.701874,10.364342,"Localita' Breda, 3, 25070 Comune di Mura BS, Italia",,3,,Localita' Breda,25070,,Comune di Mura,Brescia,BS,Lombardia,LOM,Italia,it,0.81,0.81,0.81,© OpenAddresses contributors,BSD-3-Clause License,
VM0814097,1201001857,LUNA QUINTO SPA,VM097,,,VIA JESI 149,OSIMO,60027,AN,Italia,13.490450100,43.4602368,790,43.460121,13.493586,"Via Jesi, 149, 60027 Comune di Osimo AN, Italia",,149,,Via Jesi,60027,,Comune di Osimo,Ancona,AN,Marche,MAR,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
GM1014119,1201000288,RENATO FUMAGALLI & C. SRL,GM119,,,VIA G. DI VITTORIO 2/4/6,SIRONE,23844,LC,Italia,9.315179385,45.78237557,-3935,,,,,,,,,,,,,,,,,,,,,,
L290130,1201003009,OFFICINA CISCO SRL,L2087,,,VIA DELL'ARTIGIANATO 66/68,LONGARE,36023,VI,Italia,11.603017520,45.46332947,-794,45.4746344,11.6110489,"36023 Longare, Italia",,,,,36023,,Longare,Vicenza,VI,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0600055,1201003009,OFFICINA CISCO SRL,LM056,,Linea SIRIO_M,VIA DELL'ARTIGIANATO 66/68,LONGARE,36023,VI,Italia,11.603017520,45.46332947,-382,45.4746344,11.6110489,"36023 Longare, Italia",,,,,36023,,Longare,Vicenza,VI,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3511038,1201003010,DOTT. GALLINA SRL,TM038,1,,"STRADA CARIGNANO, 104",LA LOGGIA,10040,TO,Italia,7.669427400,44.9674433,2463,44.940459,7.670543,"Strada Carignano, 104, 10048 La Loggia Torino, Italia",,104,,Strada Carignano,10048,,La Loggia,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM3514069,1201000968,G.P. TECNICA SRL,TM069,,,VIA NAZIONALE 9,BALDICHIERI D'ASTI,14011,AT,Italia,8.084221612,44.90234617,-4017,44.9026946,8.0881648,"Via Nazionale, 9, 14011 Baldichieri d'Asti AT, Italia",,9,,Via Nazionale,14011,,Baldichieri d'Asti,Asti,AT,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1715065,1201002981,CM EUROPA STAMPI S.R.L.,SV065,,,"VIA TORRETTA, 50",CALDERARA DI RENO,40012,BO,Italia,11.268691747,44.54719826,1602,44.5474585,11.2683014,"Via Torretta, 50, 40012 Calderara di Reno BO, Italia",,50,Unione Terre d'Acqua,Via Torretta,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
KM1613015,1201001194,ELETTROMECCANICA VIOTTO SRL,KM015,,,VIA KENNEDY 7,SAN DONA' DI PIAVE,30027,VE,Italia,12.596496584,45.63048111,4849,45.6304804,12.5964468,"Elettromeccanica Viotto Srl, Via John Fitzgerald Kennedy, 7, 30027 San Donà di Piave VE, Italia",Elettromeccanica Viotto Srl,7,Comune di San Donà di Piave,Via John Fitzgerald Kennedy,30027,,San Donà di Piave,Venezia,VE,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
ST2014002,1201002963,3P PRECISION SAS DI PASSARELLA ALESSANDR,ST002,,,"VIA SECONDA STRADA, 151/A",ARZIGNANO,36071,VI,Italia,11.356467000,45.5114273,-3004,,,,,,,,,,,,,,,,,,,,,,
YM0697003,1201000233,CARONI S.P.A.,YM003,1,Linea SINTHESYS,"VIA TIZIANO VECELLIO, 7",CUNEO,12100,CN,Italia,7.527780900,44.3800507,-844,44.3806956,7.5278803,"Via Tiziano Vecellio, 7, 12100 Cuneo CN, Italia",,7,,Via Tiziano Vecellio,12100,Basse Sant'Anna - Borgo Nuovo,Cuneo,Cuneo,CN,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0896006,1201003009,OFFICINA CISCO SRL,LM006,,Linea SIRIO_M,VIA DELL'ARTIGIANATO 66/68,LONGARE,36023,VI,Italia,11.603017520,45.46332947,3682,45.4746344,11.6110489,"36023 Longare, Italia",,,,,36023,,Longare,Vicenza,VI,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0214068,1201002944,LAVORAZIONI MECCANICHE ZAVAL SRL,DM068,,,VIALE TREVISO 69,PORTOGRUARO,30026,VE,Italia,12.779669256,45.78330704,2111,45.7831784,12.7796793,"Viale Treviso, 69, 30026 Portogruaro VE, Italia",,69,,Viale Treviso,30026,,Portogruaro,Venezia,VE,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
ZV6214004,1201001702,DE IULIIS MACCHINE SPA,ZV004,,,VIA DELLE INDUSTRIE 3,FISCIANO,84084,SA,Italia,14.770940641,40.7858348,-1926,40.7857738,14.7709499,"De Iuliis Macchine, Via delle Industrie, 3, 84084 Fisciano SA, Italia",De Iuliis Macchine,3,,Via delle Industrie,84084,,Fisciano,Salerno,SA,Campania,CAM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM5014072,1201002939,EUROSTAMPI NEW S.R.L.,TM072,,,VIA DELL' ARTIGIANATO 17,MUSILE DI PIAVE,30024,VE,Italia,12.542608800,45.6183744,-2928,,,,,,,,,,,,,,,,,,,,,,
AM1498028,1201003054,GCM INDUSTRIE SRL,AM009,,Linea AREA_M,VIA SALERNO 26,BISIGNANO,87043,CS,Italia,16.274461400,39.5001974,1025,39.501799,16.213731,"Via Salerno, 26, 87043 Bisignano CS, Italia",,26,,Via Salerno,87043,,Bisignano,Cosenza,CS,Calabria,CAL,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0600063,1201003054,GCM INDUSTRIE SRL,LM064,,Linea SIRIO_M,VIA SALERNO 26,BISIGNANO,87043,CS,Italia,16.274461400,39.5001974,2083,39.501799,16.213731,"Via Salerno, 26, 87043 Bisignano CS, Italia",,26,,Via Salerno,87043,,Bisignano,Cosenza,CS,Calabria,CAL,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM1010141,1201002288,MECCANICA FUMAGALLI SNC,AM122,,,VIA PER AIRUNO 19,BRIVIO,23883,LC,Italia,9.440016900,45.749794,830,45.749126,9.440204,"Via Airuno, 19, 23883 Brivio LC, Italia",,19,Comune di Brivio,Via Airuno,23883,,Brivio,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
GM1015125,1201001637,CALZONI SRL,GM125,,,VIA DE GASPERI 7,CALDERARA DI RENO,40012,BO,Italia,11.262141000,44.54933519,2527,44.549199,11.261964,"Via Alcide De Gasperi, 7, 40012 Comune di Calderara di Reno BO, Italia",,7,,Via Alcide De Gasperi,40012,,Comune di Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
KM1415021,1201002933,STOMA ENGINEERING SPA,KM021,,,"VIA CIURA, SN.",MASSAFRA,74016,TA,Italia,17.106112600,40.5819751,1861,,,,,,,,,,,,,,,,,,,,,,
L93597087,1201003058,BQUADRO SRL,LB029,,Linea LEM_93,VIA DELL'ARTIGIANATO 10,CUPRAMONTANA,60034,AN,Italia,13.172988300,43.4745605,-4003,43.4745605,13.1729883,"Via dell'Artigianato, 10, 60034 Cupramontana AN, Italia",,10,,Via dell'Artigianato,60034,,Cupramontana,Ancona,AN,Marche,MAR,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0215057,1201001945,B.M. STAMPI SRL,DM057,1,,"VIA DEL COMMERCIO, 15",CASTELGOMBERTO,36070,VI,Italia,11.382376369,45.594132,-4357,45.5940845,11.3823365,"Via del Commercio, 15, 36070 Castelgomberto VI, Italia",,15,,Via del Commercio,36070,,Castelgomberto,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM1608127,1201003053,O.M.G. SRL,AM107,1,,LOCALITA' VALCHIERACCIA SNC,TORGIANO,6089,PG,Italia,12.442280833,43.03055779,3591,43.028542,12.44136,"06089 Torgiano, Italia",,,,,06089,,Torgiano,Perugia,PG,Umbria,UMB,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0414071,1201002367,C.D.V. STAMPI SRL,DM071,,,VIA PER CADREZZATE 10,BREBBIA,21020,VA,Italia,8.646321719,45.82278008,2738,45.82247,8.646496,"Via Per Cadrezzate, 10, 21020 Brebbia VA, Italia",,10,Comune di Besozzo,Via Per Cadrezzate,21020,,Brebbia,Varese,VA,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM3514074,1201000496,MODELLERIA DI MODINI ALESSANDRO E C. S.A.S.,TM074,,,VIA GALILEO FERRARIS 9,GUSSAGO,25064,BS,Italia,10.151829986,45.55300756,2605,45.563914,10.159392,"Via Galileo Galilei, 9, 25064 Comune di Gussago BS, Italia",,9,,Via Galileo Galilei,25064,,Comune di Gussago,Brescia,BS,Lombardia,LOM,Italia,it,0.486,1,0.486,© OpenAddresses contributors,BSD-3-Clause License,
VM0615100,1201002223,CAMEC SRL,VM100,1,,"VIA ENRICO FERMI, 45",ROSSANO VENETO,36028,VI,Italia,11.820311400,45.704803,-249,45.704831,11.820307,"Via Enrico Fermi, 45, 36028 Rossano Veneto VI, Italia",,45,Comune di Rossano Veneto,Via Enrico Fermi,36028,,Rossano Veneto,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
DM1215081,1201002957,UTECO CONVERTING SPA,DM081,,,"V.LE DEL LAVORO, 25",COLOGNOLA AI COLLI,37030,VR,Italia,11.149865295,45.42192085,1289,45.42192085,11.14986529471102,"Uteco Converting, Viale del Lavoro, 25, 37030 Colognola ai Colli VR, Italia",Uteco Converting,25,,Viale del Lavoro,37030,,Colognola ai Colli,Verona,VR,Veneto,VEN,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PM4099003,1201003067,POINTSTAMPI SRL,PM003,,Linea PRAGMA_M,VIA BRODOLINI 37,CASTELPLANIO,60031,AN,Italia,13.118046184,43.50005909,105,43.493058,13.081867,"60031 Castelplanio, Italia",,,,,60031,,Castelplanio,Ancona,AN,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0614109,1201002249,AR.TER. SRL,GM109,,,"VIA PADULA, 56/58",CASTELLO DI CISTERNA,80030,NA,Italia,14.412204500,40.9215105,-2379,,,,,,,,,,,,,,,,,,,,,,
GM1815126,1201001852,COME SRL,GM126,,,VIA DEI CARPENTIERI 5,ALFONSINE,48011,RA,Italia,12.018180858,44.50926009,-3471,44.5085086,12.0171109,"Via dei Carpentieri, 5, 48011 Alfonsine RA, Italia",,5,,Via dei Carpentieri,48011,,Alfonsine,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
YM0496002,1201002591,MULTARI DAVIDE SRL UNIPERSONALE,YM002,,Linea SINTHESYS,VIALE E. MATTEI 10,MAZZANO,25080,BS,Italia,10.348773144,45.51122419,1705,45.511141,10.348606,"Viale Enrico Mattei, 10, 25080 Comune di Mazzano BS, Italia",,10,,Viale Enrico Mattei,25080,,Comune di Mazzano,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
